Title,Release Year,Duration,Director,Actor 1,Actor 2,Genre
Gladiator,1992,101 min.,Rowdy Herrington,Ossie Davis,James Marshall,Drama
Jude,1996,123 min.,Michael Winterbottom,Rachel Griffiths,June Whitfield,Based-on-19th-Century-Literature
Heaven & Earth,1993,140 min.,Oliver Stone,Tommy Lee Jones,Joan Chen,Docudrama
Riot in Cell Block 11,1954,80 min.,Don Siegel,Neville Brand,Emile Meyer,Drama
"Family Guy: Something, Something, Something Dark Side",2009,44 min.,Dominic Polcino,Seth Green,Mila Kunis,Animation
Lady on a Train,1945,94 min.,Charles David,Deanna Durbin,Ralph Bellamy,Comedy Drama
Double Jeopardy,1999,105 min.,Bruce Beresford,Tommy Lee Jones,Ashley Judd,Chase Movie
Hell Is for Heroes,1962,90 min.,Don Siegel,Steve McQueen,Bobby Darin,Action
Youngblood,1986,110 min.,Peter Markle,Rob Lowe,Patrick Swayze,Drama
Vacancy,2007,80 min.,Nimród Antal,Kate Beckinsale,Luke Wilson,Horror
Caliber 9,1972,100 min.,Fernando Di Leo,Gastone Moschin,Barbara Bouchet,Crime
Winnebago Man,2010,85 min.,Ben Steinbauer,Ben Steinbauer,Keith Gordon,Biography
The Magician,1898,1 min.,Georges Méliès,Georges Melies,,Fantasy
The Portrait of a Lady,1996,144 min.,Jane Campion,Nicole Kidman,John Malkovich,Based-on-19th-Century-Literature
Dave Chappelle: For What It's Worth,2004,60 min.,Stan Lathan,Dave Chappelle,,Comedy
The Desert Fox,1951,88 min.,Henry Hathaway,Cedric Hardwicke,Jessica Tandy,Biopic
Lara Croft: Tomb Raider,2001,100 min.,Simon West,Angelina Jolie,Jon Voight,Action
The Polar Express,2004,99 min.,Robert Zemeckis,Tom Hanks,Peter Scolari,Animation
Cromwell,1970,139 min.,Ken Hughes,Richard Harris,Alec Guinness,Based-on-a-True-Story
A Brief History of Time,1991,80 min.,Errol Morris,Stephen Hawking,John Wheeler,Biography
The Mothman Prophecies,2002,119 min.,Mark Pellington,Richard Gere,Laura Linney,Psychological Sci-Fi
Surviving the Game,1994,96 min.,Ernest R. Dickerson,Rutger Hauer,Gary Busey,Action Thriller
Rancho Notorious,1952,89 min.,Fritz Lang,Marlene Dietrich,Arthur Kennedy,Drama
His Kind of Woman,1951,120 min.,John Farrow,Robert Mitchum,Jane Russell,Crime Thriller
The Brothers Grimm,2005,118 min.,Terry Gilliam,Heath Ledger,Matt Damon,Adventure
The Maze Runner,2014,113 min.,Wes Ball,Dylan O'Brien,Kaya Scodelario,Action Thriller
Life,2017,104 min.,Daniel Espinosa,Jake Gyllenhaal,Ryan Reynolds,Horror
Guilty by Suspicion,1991,105 min.,Irwin Winkler,Robert De Niro,Patricia Wettig,Drama
What Lies Beneath,2000,130 min.,Robert Zemeckis,Harrison Ford,Michelle Pfeiffer,Ghost Film
She's Having a Baby,1988,106 min.,John Hughes,Kevin Bacon,Elizabeth McGovern,Comedy Drama
Sunnyside,1919,41 min.,Charles Chaplin,Charles Chaplin,Edna Purviance,Comedy
Dragon Ball Z: Bardock - The Father of Goku,1990,48 min.,Mitsuo Hashimoto,Sonny Strait,Linda Young,Action
Stay,2005,99 min.,Marc Forster,Ewan McGregor,Ryan Gosling,Mindbender
Futurama: Bender's Game,2008,88 min.,Dwayne Carey-Hill,Billy West,Katey Sagal,Animation
I Bury the Living,1958,76 min.,Albert Band,Richard Boone,Theodore Bikel,Gothic Film
Out for Justice,1991,91 min.,John Flynn,Steven Seagal,William Forsythe,Action
The Mechanic,2011,92 min.,Simon West,Jason Statham,Ben Foster,Action
Barefoot Gen,1983,83 min.,Mori Masaki,Issei Miyazaki,Yoshie Shimamura,Animation
Funeral in Berlin,1966,102 min.,Guy Hamilton,Michael Caine,Paul Hubschmid,Action Thriller
Muppets Most Wanted,2014,112 min.,James Bobin,Ricky Gervais,Tina Fey,Based-on-Television
Spirits of the Dead,1968,121 min.,"Roger Vadim, Louis Malle, Federico Fellini",Brigitte Bardot,Jane Fonda,Anthology Film
The Seventh Sign,1988,97 min.,Carl Schultz,Jürgen Prochnow,Manny Jacobs,Apocalyptic Film
Titanic,1953,98 min.,Jean Negulesco,Clifton Webb,Barbara Stanwyck,Action
Lionheart,1990,105 min.,Sheldon Lettich,Lisa Pelikan,Jean-Claude Van Damme,Action
Making a Living,1914,13 min.,Henry Lehrman,Charles Chaplin,Henry Lehrman,Comedy
King of Kings,1961,168 min.,Nicholas Ray,Jeffrey Hunter,Siobhan McKenna,Epic
Two Thousand Maniacs!,1964,87 min.,Herschell Gordon Lewis,Connie Mason,William Kerwin,Black Comedy
Sergeant Rutledge,1960,111 min.,John Ford,Jeffrey Hunter,Constance Towers,Courtroom Drama
Show Boat,1951,107 min.,George Sidney,Kathryn Grayson,Ava Gardner,Based-on-Theatre
The Equalizer 2,2018,121 min.,Antoine Fuqua,Denzel Washington,Pedro Pascal,Action Thriller
No End in Sight,2007,102 min.,Charles Ferguson,Gerald Burke,Maj. Gen. Paul Eaton,Culture and Society
Stake Land,2010,98 min.,Jim Mickle,Danielle Harris,Connor Paolo,Action Thriller
Touki Bouki,1973,85 min.,Djibril Diop Mambéty,Magaye Niang,Mareme Niang,Drama
À propos de Nice,1930,25 min.,Jean Vigo,,,Culture and Society
The Naked Jungle,1954,95 min.,Byron Haskin,Eleanor Parker,Charlton Heston,Adventure Drama
Miracle on 34th Street,1994,114 min.,Les Mayfield,Richard Attenborough,Elizabeth Perkins,Family
The Wind Will Carry Us,1999,118 min.,Abbas Kiarostami,Behzad Dorani,Noghre Asadi,Drama
Coriolanus,2011,122 min.,Ralph Fiennes,Ralph Fiennes,Gerard Butler,Based-on-Shakespeare
Red Riding: The Year of Our Lord 1980,2009,93 min.,James Marsh,Paddy Considine,James Fox,Crime Thriller
Hobo with a Shotgun,2011,86 min.,Jason Eisener,Rutger Hauer,Gregory Smith,Action
The Super Mario Bros. Movie,2023,92 min.,"Aaron Horvath, Michael Jelenic",Chris Pratt,Charlie Day,Adventure Comedy
Clockwise,1986,96 min.,Christopher Morahan,John Cleese,Penelope Wilton,Comedy
Wit,2001,99 min.,Mike Nichols,Emma Thompson,Christopher Lloyd,Based-on-Theatre
Due Date,2010,100 min.,Todd Phillips,Robert Downey Jr.,Zach Galifianakis,Buddy Film
Wimbledon,2004,98 min.,Richard Loncraine,Kirsten Dunst,Paul Bettany,Comedy
Bellflower,2011,106 min.,Evan Glodell,Evan Glodell,Jessie Wiseman,Drama
The Trip to Bountiful,1985,108 min.,Peter Masterson,Geraldine Page,John Heard,Americana
From Star Wars to Jedi: The Making of a Saga,1983,65 min.,Richard Schickel,Mark Hamill,George Lucas,Documentary
Only You,1994,115 min.,Norman Jewison,Marisa Tomei,Robert Downey Jr.,Comedy
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,103 min.,Mark Hartley,Quentin Tarantino,George Lazenby,Documentary
Marvel One-Shot: Agent Carter,2013,15 min.,Louis D'Esposito,Hayley Atwell,Bradley Whitford,Action
Against All Odds,1984,128 min.,Taylor Hackford,Rachel Ward,Jeff Bridges,Crime
Girlfight,2000,110 min.,Karyn Kusama,Michelle Rodriguez,Jaime Tirelli,Coming-of-Age
My Life in Pink,1997,88 min.,Alain Berliner,Georges Du Fresne,Michèle Laroque,Childhood Drama
Farscape: The Peacekeeper Wars,2004,182 min.,Brian Henson,Ben Browder,Claudia Black,Action
Doomsday,2008,105 min.,Neil Marshall,Rhona Mitra,Bob Hoskins,Action
Unbroken,2014,137 min.,Angelina Jolie,Jack O'Connell,Domhnall Gleeson,Based-on-a-True-Story
Big Trouble,2002,85 min.,Barry Sonnenfeld,Rene Russo,Tom Sizemore,Comedy
The Tall Guy,1989,92 min.,Mel Smith,Jeff Goldblum,Emma Thompson,Comedy
Bronco Billy,1980,116 min.,Clint Eastwood,Clint Eastwood,Sondra Locke,Comedy
The New Janitor,1914,16 min.,Charles Chaplin,Charles Chaplin,Jess Dandy,Comedy
"Come Back, Little Sheba",1952,99 min.,Daniel Mann,Shirley Booth,Burt Lancaster,Drama
Under Suspicion,2000,111 min.,Stephen Hopkins,Thomas Jane,Luis Caballero,Mystery
Doctor Who: The Time of the Doctor,2013,60 min.,Jamie Payne,Matt Smith,Jenna Coleman,Adventure
Mississippi Grind,2015,108 min.,"Anna Boden, Ryan Fleck",Ben Mendelsohn,Ryan Reynolds,Buddy Film
The Harder They Fall,2021,137 min.,Jeymes Samuel,Jonathan Majors,Idris Elba,Action
Ten Little Indians,1965,91 min.,George Pollock,Shirley Eaton,Hugh O'Brian,Crime
I Shot Andy Warhol,1996,103 min.,Mary Harron,Martha Plimpton,Anna Levine,Based-on-a-True-Story
Of Gods and Men,2010,122 min.,Xavier Beauvois,Lambert Wilson,Michael Lonsdale,Drama
Venus,2006,95 min.,Roger Michell,Richard Griffiths,Vanessa Redgrave,Comedy Drama
Le Mans,1971,106 min.,Lee H. Katzin,Steve McQueen,Siegfried Rauch,Action
Sanshiro Sugata,1943,97 min.,Akira Kurosawa,Denjirô Ôkôchi,Susumu Fujita,Action
The Electric Hotel,1908,8 min.,Segundo de Chomón,,,Animation
Alice in Wonderland,2010,108 min.,Tim Burton,Anne Hathaway,Crispin Glover,Adventure
The Rider,2017,104 min.,Chloé Zhao,Brady Jandreau,Tim Jandreau,Adventure Drama
Showdown in Little Tokyo,1991,79 min.,Mark L. Lester,Cary-Hiroyuki Tagawa,Dolph Lundgren,Action Comedy
A Midsummer Night's Dream,1935,133 min.,Max Reinhardt,Olivia de Havilland,James Cagney,Based-on-Shakespeare
Deep Impact,1998,120 min.,Mimi Leder,Robert Duvall,Téa Leoni,Apocalyptic Film
The Rain People,1969,101 min.,Francis Ford Coppola,James Caan,Shirley Knight,Drama
Marwencol,2010,84 min.,Jeff Malmberg,,,Biography
Pecker,1998,87 min.,John Waters,Edward Furlong,Christina Ricci,Comedy
Sabata,1969,111 min.,Gianfranco Parolini,Lee Van Cleef,William Berger,Action
The Recruit,2003,115 min.,Roger Donaldson,Bridget Moynahan,Gabriel Macht,Psychological Thriller
A Big Hand for the Little Lady,1966,95 min.,Fielder Cook,Henry Fonda,Joanne Woodward,Comedy
Gia,1998,120 min.,Michael Cristofer,Faye Dunaway,Elizabeth Mitchell,Addiction Drama
Pride and Glory,2008,130 min.,Gavin O'Connor,Edward Norton,Colin Farrell,Crime
Eagle Eye,2008,118 min.,D.J. Caruso,Shia LaBeouf,Michelle Monaghan,Action
The ‘?’ Motorist,1906,3 min.,Walter R. Booth,,,Fantasy
Hulk Vs.,2009,78 min.,"Sam Liu, Frank Paur",Bryce Johnson,Fred Tatasciore,Action
Halloween 5: The Revenge of Michael Myers,1989,96 min.,Dominique Othenin-Girard,Donald Pleasence,Danielle Harris,Horror
Fandango,1985,91 min.,Kevin Reynolds,Kevin Costner,Judd Nelson,Buddy Film
People on Sunday,1930,74 min.,"Robert Siodmank, Curt Siodmak, Fred Zinnemann, Edgar G. Ulmer",Erwin Splettstößer,Brigitte Borchert,Comedy
Beyond a Reasonable Doubt,1956,80 min.,Fritz Lang,Dana Andrews,Joan Fontaine,Courtroom Drama
Trespass,1992,101 min.,Walter Hill,Bill Paxton,William Sadler,Action
The Insects' Christmas,1913,7 min.,Wladyslaw Starewicz,,,Animation
Godzilla and Mothra: The Battle for Earth,1992,102 min.,Takao Okawara,Tetsuya Bessho,Satomi Kobayashi,Action
Dragon Ball Z: The History of Trunks,1993,47 min.,Ueda,Dameon Clarke,Alistair Abell,Action
Sweet Sweetback's Baadasssss Song,1971,97 min.,Melvin Van Peebles,John Dullaghan,Melvin Van Peebles,Action Thriller
Pokémon: Detective Pikachu,2019,104 min.,Rob Letterman,Ryan Reynolds,Justice Smith,Action Comedy
The Bakery Girl of Monceau,1963,23 min.,Eric Rohmer,Barbet Schroeder,Claudine Soubrier,Drama
The Addiction,1995,82 min.,Abel Ferrara,Lili Taylor,Christopher Walken,Drama
"Bright Lights, Big City",1988,107 min.,James Bridges,Michael J. Fox,Kiefer Sutherland,Addiction Drama
The Flight of Dragons,1982,96 min.,"Jules Bass, Arthur Rankin Jr.",John Ritter,James Earl Jones,Adventure
A Nightmare on Elm Street: The Dream Child,1989,89 min.,Stephen Hopkins,Robert Englund,Lisa Wilcox,Horror
Death by Hanging,1968,117 min.,Nagisa Ôshima,Kei Sato,Fumio Watanabe,Black Comedy
Dark Water,2002,101 min.,Hideo Nakata,Hitomi Kuroki,Mirei Oguchi,Based-on-20th-Century-Literature
SubUrbia,1997,121 min.,Richard Linklater,Nicky Katt,Giovanni Ribisi,Based-on-Theatre
35 Shots of Rum,2008,100 min.,Claire Denis,Nicole Dogue,Grégoire Colin,Drama
In This Our Life,1942,97 min.,John Huston,Bette Davis,Olivia de Havilland,Drama
Clock Cleaners,1937,9 min.,Ben Sharpsteen,,,Animation
"Bon Voyage, Charlie Brown (and Don't Come Back!!)",1980,75 min.,Bill Melendez,Arrin Skelley,Bill Melendez,Adventure
Get Smart,2008,110 min.,Peter Segal,Steve Carell,Terence Stamp,Action
Kick-Ass 2,2013,113 min.,Jeff Wadlow,Aaron Taylor-Johnson,Christopher Mintz-Plasse,Action Comedy
Hans Christian Andersen,1952,112 min.,Charles Vidor,Danny Kaye,Farley Granger,Drama
Doctor Who: The Runaway Bride,2007,60 min.,Euros Lyn,David Tennant,Catherine Tate,Adventure
A Chorus Line,1985,113 min.,Richard Attenborough,Michael Douglas,Terrence Mann,Based-on-Theatre
Rapid Fire,1992,95 min.,Dwight H. Little,Kate Hodge,Tony Longo,Action
Jazz on a Summer's Day,1960,85 min.,"Aram Avakian, Bert Stern",Mahalia Jackson,Louis Armstrong,Concert Film
Westfront 1918,1930,75 min.,Georg Wilhelm Pabst,Fritz Kampers,Gustav Diessl,Anti-War Film
Waxworks,1924,65 min.,"Leo Birinsky, Paul Leni",Emil Jannings,Conrad Veidt,Anthology Film
Geronimo: An American Legend,1993,115 min.,Walter Hill,Gene Hackman,Robert Duvall,Based-on-a-True-Story
Armed and Dangerous,1986,88 min.,Mark L. Lester,John Candy,Robert Loggia,Comedy
Underworld: Rise of the Lycans,2009,92 min.,Patrick Tatopoulos,Michael Sheen,Bill Nighy,Action
The Killer Inside Me,2010,109 min.,Michael Winterbottom,Casey Affleck,Jessica Alba,Crime Drama
A Slight Case of Murder,1938,85 min.,Lloyd Bacon,Edward G. Robinson,Jane Bryan,Black Comedy
36 Hours,1964,115 min.,George Seaton,James Garner,Eva Marie Saint,Drama
Peyton Place,1957,157 min.,Mark Robson,Lee Philips,Lloyd Nolan,Coming-of-Age
The Damned,1969,156 min.,Luchino Visconti,Dirk Bogarde,Ingrid Thulin,Drama
Spanglish,2004,131 min.,James L. Brooks,Paz Vega,Shelbie Bruce,Comedy Drama
Duck Soup,1927,20 min.,Fred Guiol,Stan Laurel,Oliver Hardy,Based-on-Theatre
Lifted,2006,5 min.,Gary Rydstrom,,,Animation
The Hound of the Baskervilles,1937,82 min.,Carl Lamac,Peter Voß,Alice Brandt,Based-on-20th-Century-Literature
The Invisible War,2012,93 min.,Kirby Dick,,,Culture and Society
The Son's Room,2001,99 min.,Nanni Moretti,Jasmine Trinca,Stefano Accorsi,Drama
The Egg and I,1947,108 min.,Chester Erskine,Louise Allbritton,Percy Kilbride,Comedy
Elling,2001,90 min.,Petter Naess,Per Christian Ellefsen,Sven Nordin,Black Comedy
The Sheltering Sky,1990,138 min.,Bernardo Bertolucci,Debra Winger,John Malkovich,Adventure
Ulzana's Raid,1972,103 min.,Robert Aldrich,Burt Lancaster,Bruce Davison,Adventure
A Mighty Heart,2007,108 min.,Michael Winterbottom,Angelina Jolie,Irfan Khan,Docudrama
Beauty and the Beast,2017,123 min.,Bill Condon,Emma Watson,Dan Stevens,Costume Romance
Strangers With Candy,2005,97 min.,Paul Dinello,Amy Sedaris,Deborah Rush,Absurd Comedy
The End,1978,100 min.,Burt Reynolds,Burt Reynolds,Dom DeLuise,Black Comedy
Eternity and a Day,1998,137 min.,Theodoros Angelopoulos,Bruno Ganz,Achileas Skevis,Drama
Teeth,2007,88 min.,Mitchell Lichtenstein,John Hensley,Josh Pais,Body Horror
A Field in England,2013,90 min.,Ben Wheatley,Julian Barratt,Michael Smiley,Costume Horror
Flying Down to Rio,1933,89 min.,Thornton Freeland,Dolores Del Rio,Gene Raymond,Comedy
M. Butterfly,1993,101 min.,David Cronenberg,Jeremy Irons,Ian Richardson,Action
Push,2009,111 min.,Paul McGuigan,Dakota Fanning,Chris Evans,Action
Saving Silverman,2001,93 min.,Dennis Dugan,Steve Zahn,Jack Black,Black Comedy
Eddie Izzard: Dress to Kill,1999,175 min.,Lawrence Jordan,Eddie Izzard,,Comedy
Convoy,1978,110 min.,Sam Peckinpah,Kris Kristofferson,Ali MacGraw,Carsploitation
Conversations With Other Women,2005,84 min.,Hans Canosa,Aaron Eckhart,Helena Bonham Carter,Comedy Drama
La Luna,2011,7 min.,Enrico Casarosa,Krista Sheffler,Tony Fucile,Animation
The File on Thelma Jordon,1950,100 min.,Robert Siodmak,Barbara Stanwyck,Wendell Corey,Crime Drama
Kings Row,1942,127 min.,Sam Wood,Ann Sheridan,Robert Cummings,Americana
Walking Tall,1973,125 min.,Phil Karlson,Joe Don Baker,Elizabeth Hartman,Action
Street of Crocodiles,1986,20 min.,"Stephen Quay, Timothy Quay",Feliks Stawinski,,Animation
"That's Entertainment, Part II",1976,133 min.,Gene Kelly,Fred Astaire,Gene Kelly,Biography
The Electric Horseman,1979,122 min.,Sydney Pollack,Robert Redford,Jane Fonda,Comedy Drama
Male and Female,1919,116 min.,Cecil B. DeMille,Gloria Swanson,Thomas Meighan,Comedy
Tom Horn,1980,98 min.,William Wiard,Richard Farnsworth,Billy Green Bush,Revisionist Western
Each Dawn I Die,1939,92 min.,William Keighley,James Cagney,George Raft,Crime
Little Murders,1971,110 min.,Alan Arkin,Elliott Gould,Donald Sutherland,Black Comedy
Island in the Sky,1953,109 min.,William A. Wellman,Lloyd Nolan,Walter Abel,Adventure
Dames,1934,91 min.,"Ray Enright, Busby Berkeley",Joan Blondell,Dick Powell,Comedy
Savage Streets,1984,93 min.,Danny Steinmann,Linda Blair,John Vernon,Action
Party Girl,1995,94 min.,Daisy von Scherler Mayer,Omar Townsend,Sasha von Scherler,Comedy
Black Belt Jones,1974,87 min.,Robert Clouse,Jim Kelly,Gloria Hendry,Action
The Sword and the Sorcerer,1982,99 min.,Albert Pyun,Lee Horsley,Kathleen Beller,Adventure
Khartoum,1966,128 min.,"Basil Dearden, Eliot Elisofon",Charlton Heston,Alexander Knox,Action
Coup de torchon,1981,128 min.,Bertrand Tavernier,Philippe Noiret,Isabelle Huppert,Based-on-20th-Century-Literature
Three Thousand Years of Longing,2022,108 min.,George Miller,Tilda Swinton,Idris Elba,Based-on-20th-Century-Literature
Just Like Heaven,2005,95 min.,Mark Waters,Reese Witherspoon,Mark Ruffalo,Comedy
The Bridges at Toko-Ri,1954,102 min.,Mark Robson,William Holden,Fredric March,Combat Films
Peter Pan,2003,113 min.,P.J. Hogan,Jason Isaacs,Jeremy Sumpter,Adventure
Dangerous Beauty,1998,111 min.,Marshall Herskovitz,Catherine McCormack,Oliver Platt,Based-on-a-True-Story
Major League II,1994,105 min.,David S. Ward,Charlie Sheen,Tom Berenger,Comedy
Chocolate,2008,110 min.,Prachya Pinkaew,Hiroshi Abe,JeeJa Yanin,Action Comedy
Rad,1986,91 min.,Hal Needham,Bill Allen,Talia Shire,Drama
The Deep End,2001,101 min.,Scott McGehee,Raymond Barry,Josh Lucas,Based-on-20th-Century-Literature
The Horse Whisperer,1998,170 min.,Robert Redford,Robert Redford,Kristin Scott Thomas,Drama
Dragonwyck,1946,103 min.,Joseph L. Mankiewicz,Gene Tierney,Walter Huston,Costume Romance
Bat 21,1988,105 min.,Peter Markle,Gene Hackman,Danny Glover,Adventure
Mr. Sardonicus,1961,89 min.,William Castle,Oskar Homolka,Ronald Lewis,Costume Horror
New Tale of Zatoichi,1963,91 min.,Tokuzô Tanaka,Shintarô Katsu,Mikiko Tsubouchi,Action
A Guy Named Joe,1943,122 min.,Victor Fleming,Spencer Tracy,Irene Dunne,Drama
The Texas Chainsaw Massacre,2003,98 min.,Marcus Nispel,Erica Leerhsen,Mike Vogel,Horror
The Hills Have Eyes,2006,107 min.,Alexandre Aja,Dan Byrd,Billy Drago,Cannibal Film
Love Liza,2002,90 min.,Todd Louiso,Erika Alexander,Jimmy Raskin,Drama
Bully for Bugs,1953,7 min.,Chuck Jones,,,Animation
Blind Date,1987,95 min.,Blake Edwards,Kim Basinger,Bruce Willis,Comedy
The Incredible Hulk,1977,120 min.,Kenneth Johnson,Bill Bixby,Susan Sullivan,Action
Luxo Jr.,1986,2 min.,John Lasseter,,,Animation
Wasabi,2001,94 min.,Gérard Krawczyk,Jean Reno,Ryoko Hirosue,Action
The Delta Force,1986,125 min.,Menahem Golan,Chuck Norris,Lee Marvin,Action
Stella Maris,1918,84 min.,Marshall Neilan,Mary Pickford,Ida Waterman,Drama
Death Hunt,1981,97 min.,Peter R. Hunt,Lee Marvin,Carl Weathers,Action
Sphere,1998,134 min.,Barry Levinson,Dustin Hoffman,Sharon Stone,Adventure
Thirteen Conversations About One Thing,2001,104 min.,Jill Sprecher,Matthew McConaughey,Alan Arkin,Drama
Scooby-Doo on Zombie Island,1998,77 min.,Hiroshi Aoyama,Scott Innes,Billy West,Adventure
Class of Nuke 'Em High,1986,85 min.,"Richard W. Haines, Michael Herz, Lloyd Kaufman",Janelle Brady,Gil Brenton,Black Comedy
Wilde,1998,118 min.,Brian Gilbert,Stephen Fry,Jude Law,Based-on-a-True-Story
Patlabor: The Movie,1989,100 min.,Mamoru Oshii,Toshio Furukawa,Mîna Tominaga,Action
The Whole Town's Talking,1935,93 min.,John Ford,Edward G. Robinson,Jean Arthur,Comedy of Errors
Storm of the Century,1999,240 min.,Craig R. Baxley,Tim Daly,Debrah Farentino,Drama
Pinchcliffe Grand Prix,1975,88 min.,Ivo Caprino,Frank Robert,Wenche Foss,Adventure
Laurel Canyon,2002,103 min.,Lisa Cholodenko,Frances McDormand,Christian Bale,Drama
Honey Boy,2019,93 min.,Alma Har'el,Shia LaBeouf,Lucas Hedges,Childhood Drama
Winter Sleep,2014,196 min.,Nuri Bilge Ceylan,Haluk Bilginer,Melisa Sözen,Drama
Reno 911!: Miami,2007,84 min.,Robert Ben Garant,Lennie Loftin,Danny DeVito,Comedy
Madame Curie,1943,124 min.,Mervyn LeRoy,Greer Garson,Walter Pidgeon,Based-on-a-True-Story
Tyson,2009,90 min.,James Toback,Mike Tyson,,Biography
Cold in July,2014,109 min.,Jim Mickle,Michael C. Hall,Don Johnson,Period Film
Mamma Mia!,2008,108 min.,Phyllida Lloyd,Meryl Streep,Pierce Brosnan,Based-on-Theatre
Extraction,2020,117 min.,Sam Hargrave,Chris Hemsworth,David Harbour,Action Thriller
Blade: Trinity,2004,113 min.,David S. Goyer,Wesley Snipes,Kris Kristofferson,Action Thriller
